date	prec	tmin	tmax	tmean	srad
19990916					
19990917					
19990918					
19990919					
19990920					
19990921					
19990922					
19990923					
19990924					
19990925					
19990926					
19990927					
19990928					
19990929					
19990930					
19991001					
19991002					
19991003					
19991004					
19991005					
19991006					
19991007					
19991008					
19991009					
19991010					
19991011					
19991012					
19991013					
19991014					
19991015					
19991016					
19991017					
19991018					
19991019					
19991020					
19991021					
19991022					
19991023					
19991024					
19991025					
19991026					
19991027					
19991028					
19991029					
19991030					
19991031					
19991101					
19991102					
19991103					
19991104					
19991105					
19991106					
19991107					
19991108					
19991109					
19991110					
19991111					
19991112					
19991113					
19991114					
19991115					
19991116					
19991117					
19991118					
19991119					
19991120					
19991121					
19991122					
19991123					
19991124					
19991125					
19991126					
19991127					
19991128					
19991129					
19991130					
19991201					
19991202					
19991203					
19991204					
19991205					
19991206					
19991207					
19991208					
19991209					
19991210					
19991211					
19991212					
19991213					
19991214					
19991215					
19991216					
19991217					
19991218					
19991219					
19991220					
19991221					
19991222					
19991223					
19991224					
19991225					
19991226					
19991227					
19991228					
19991229					
19991230					
19991231					
20000101					
20000102					
20000103					
20000104					
20000105					
20000106					
20000107					
20000108					
20000109					
20000110					
20000111					
20000112					
20000113					
20000114					
20000115					
20000116					
20000117					
20000118					
20000119					
20000120					
20000121					
20000122					
20000123					
20000124					
20000125					
20000126					
20000127					
20000128					
20000129					
20000130					
20000131					
20000201					
20000202					
20000203					
20000204					
20000205					
20000206					
20000207					
20000208					
20000209					
20000210					
20000211					
20000212					
20000213					
20000214					
20000215					
20000216					
20000217					
20000218	0				
20000219	0				
20000220	0				
20000221	0				
20000222	7				
20000223	0				
20000224	0				
20000225	0				
20000226	0				
20000227	0				
20000228	0				
20000229	2				
20000301	3				
20000302	3				
20000303	3				
20000304	15				
20000305	0				
20000306	0				
20000307	0				
20000308	0				
20000309	5				
20000310	0				
20000311	0				
20000312	0				
20000313	0				
20000314	0				
20000315	0				
20000316	3				
20000317	2				
20000318	0				
20000319	0				
20000320	0				
20000321	0				
20000322	0				
20000323	0				
20000324	0				
20000325	0				
20000326	19				
20000327	0				
20000328	0				
20000329	0				
20000330	0				
20000331	0				
20000401	0				
20000402	6				
20000403	0				
20000404	0				
20000405	0				
20000406	0				
20000407	0				
20000408	0				
20000409	0				
20000410	0				
20000411	0				
20000412	0				
20000413	0				
20000414	9				
20000415	0				
20000416	5				
20000417	3				
20000418	0				
20000419					
20000420					
20000421	4				
20000422	0				
20000423	0				
20000424	0				
20000425	0				
20000426	0				
20000427	3				
20000428	0				
20000429	0				
20000430	0				
20000501	0				
20000502	0				
20000503	0				
20000504	0				
20000505	0				
20000506	0				
20000507	0				
20000508	0				
20000509	0				
20000510	0				
20000511	11				
20000512	9				
20000513	16				
20000514	8				
20000515	0				
20000516	0				
20000517	0				
20000518	0				
20000519	0				
20000520	0				
20000521	0				
20000522	0				
20000523	0				
20000524	0				
20000525	0				
20000526	0				
20000527	0				
20000528	0				
20000529	0				
20000530	2				
20000531	0				
20000601	0				
20000602	0				
20000603	0				
20000604	0				
20000605	0				
20000606	0				
20000607	0				
20000608	0				
20000609	0				
20000610	10				
20000611	0				
20000612	0				
20000613	0				
20000614	0				
20000615	0				
20000616	0				
20000617	0				
20000618	6				
20000619	0				
20000620	0				
20000621					
20000622	0				
20000623	0				
20000624	0				
20000625	0				
20000626	0				
20000627	0				
20000628	0				
20000629	5				
20000630	3				
20000701	0				
20000702	0				
20000703	0				
20000704	0				
20000705	0				
20000706	0				
20000707	0				
20000708	5				
20000709	5				
20000710	0				
20000711	3				
20000712	0				
20000713	2				
20000714	0				
20000715	0				
20000716	0				
20000717	0				
20000718	0				
20000719	0				
20000720	0				
20000721	0				
20000722	3				
20000723	0				
20000724	0				
20000725	0				
20000726	0				
20000727	0				
20000728	0				
20000729	0				
20000730	0				
20000731	0				
20000801	0				
20000802	0				
20000803	0				
20000804	0				
20000805	0				
20000806	0				
20000807	0				
20000808	0				
20000809	0				
20000810	0				
20000811	0				
20000812	0				
20000813	0				
20000814	0				
20000815	0				
20000816	0				
20000817	0				
20000818	0				
20000819	0				
20000820	0				
20000821	0				
20000822					
20000823	0				
20000824	0				
20000825	0				
20000826	0				
20000827	0				
20000828	0				
20000829	0				
20000830	0				
20000831	0				
20000901	0				
20000902	0				
20000903	0				
20000904	0				
20000905	0				
20000906	0				
20000907	0				
20000908	0				
20000909	0				
20000910	0				
20000911	0				
20000912	0				
20000913	0				
20000914	0				
20000915	0				
20000916	0				
20000917	0				
20000918	0				
20000919	0				
20000920	0				
20000921	0				
20000922	0				
20000923	0				
20000924	0				
20000925	0				
20000926	0				
20000927	0				
20000928	0				
20000929	0				
20000930	0				
20001001	0				
20001002	0				
20001003	0				
20001004	0				
20001005	0				
20001006	0				
20001007	0				
20001008	0				
20001009	0				
20001010	0				
20001011	0				
20001012	0				
20001013	0				
20001014	0				
20001015	0				
20001016	0				
20001017	0				
20001018	0				
20001019	0				
20001020	0				
20001021	0				
20001022	0				
20001023	0				
20001024	0				
20001025	0				
20001026	0				
20001027	0				
20001028	0				
20001029	0				
20001030	0				
20001031	0				
20001101	0				
20001102	12				
20001103	0				
20001104	0				
20001105	0				
20001106	0				
20001107	0				
20001108	0				
20001109	0				
20001110	0				
20001111	0				
20001112	0				
20001113	0				
20001114	0				
20001115	0				
20001116	0				
20001117	0				
20001118	0				
20001119	0				
20001120	15				
20001121	0				
20001122	5				
20001123					
20001124	0				
20001125	0				
20001126	0				
20001127	0				
20001128	0				
20001129	0				
20001130	0				
20001201	0				
20001202	0				
20001203	0				
20001204	0				
20001205	0				
20001206	7				
20001207	0				
20001208	0				
20001209	2				
20001210	0				
20001211	0				
20001212	0				
20001213	0				
20001214	0				
20001215	0				
20001216	11				
20001217	11				
20001218	2				
20001219	0				
20001220	0				
20001221	0				
20001222	0				
20001223	0				
20001224	27				
20001225	13				
20001226	0				
20001227	0				
20001228	0				
20001229	0				
20001230	0				
20001231	0				
20010101	0				
20010102	0				
20010103	0				
20010104	0				
20010105	0				
20010106	0				
20010107	0				
20010108	0				
20010109	0				
20010110	0				
20010111	0				
20010112	0				
20010113	0				
20010114	0				
20010115	0				
20010116	2				
20010117	0				
20010118	0				
20010119	3				
20010120	5				
20010121	5				
20010122	0				
20010123	2				
20010124	4				
20010125	3				
20010126	11				
20010127	0				
20010128	0				
20010129	0				
20010130	0				
20010131	0				
20010201	0				
20010202	0				
20010203	0				
20010204	0				
20010205	0				
20010206	3				
20010207	0				
20010208	1				
20010209	0				
20010210	0				
20010211	0				
20010212	0				
20010213	0				
20010214	3				
20010215	0				
20010216	0				
20010217	0				
20010218	0				
20010219	0				
20010220	0				
20010221	0				
20010222	0				
20010223	0				
20010224	0				
20010225	0				
20010226	0				
20010227	0				
20010228	0				
20010301	0				
20010302	0				
20010303	0				
20010304	0				
20010305	0				
20010306	0				
20010307	0				
20010308	0				
20010309	17				
20010310	7				
20010311	0				
20010312	0				
20010313	0				
20010314	0				
20010315	0				
20010316	2				
20010317	0				
20010318	0				
20010319	0				
20010320	0				
20010321	0				
20010322	0				
20010323	0				
20010324	21				
20010325	0				
20010326	0				
20010327	0				
20010328	0				
20010329	0				
20010330	0				
20010331	0				
20010401	0				
20010402	0				
20010403	0				
20010404	3				
20010405	0				
20010406	5				
20010407	0				
20010408	20				
20010409	4				
20010410	0				
20010411	0				
20010412	0				
20010413	0				
20010414	0				
20010415	0				
20010416	0				
20010417	0				
20010418	0				
20010419	0				
20010420	0				
20010421	0				
20010422	0				
20010423	0				
20010424	7				
20010425	13				
20010426	0				
20010427	0				
20010428	0				
20010429	0				
20010430	0				
20010501	6				
20010502	11				
20010503	0				
20010504	0				
20010505	0				
20010506	0				
20010507	0				
20010508	0				
20010509	0				
20010510	0				
20010511	0				
20010512	0				
20010513	0				
20010514	0				
20010515	0				
20010516	0				
20010517	0				
20010518	0				
20010519	0				
20010520	0				
20010521	0				
20010522	0				
20010523	0				
20010524	0				
20010525	0				
20010526	0				
20010527	0				
20010528	5				
20010529	6				
20010530	0				
20010531	0				
20010601	0				
20010602	0				
20010603	0				
20010604	0				
20010605	0				
20010606	0				
20010607	0				
20010608	0				
20010609	0				
20010610	0				
20010611	0				
20010612	0				
20010613	0				
20010614	0				
20010615	0				
20010616	0				
20010617	9				
20010618	4				
20010619	0				
20010620	0				
20010621	0				
20010622	0				
20010623	0				
20010624	0				
20010625	0				
20010626	0				
20010627	0				
20010628	0				
20010629	0				
20010630	0				
20010701	0				
20010702	0				
20010703	0				
20010704	0				
20010705	0				
20010706	0				
20010707	0				
20010708	0				
20010709	0				
20010710	0				
20010711	0				
20010712	0				
20010713	0				
20010714	0				
20010715	0				
20010716	0				
20010717	0				
20010718	0				
20010719	5				
20010720	0				
20010721	0				
20010722	0				
20010723	0				
20010724	0				
20010725	0				
20010726	0				
20010727	0				
20010728	0				
20010729	0				
20010730	0				
20010731	0				
20010801	0				
20010802	0				
20010803	0				
20010804	0				
20010805	0				
20010806	0				
20010807	0				
20010808	3				
20010809	0				
20010810	0				
20010811	0				
20010812	0				
20010813	0				
20010814	0				
20010815	0				
20010816	0				
20010817	0				
20010818	0				
20010819	0				
20010820	0				
20010821	0				
20010822	0				
20010823	0				
20010824	0				
20010825	0				
20010826	0				
20010827	0				
20010828	0				
20010829	0				
20010830	0				
20010831	0				
20010901	0				
20010902	0				
20010903	0				
20010904	0				
20010905	0				
20010906	0				
20010907	0				
20010908	0				
20010909	0				
20010910	0				
20010911	0				
20010912	0				
20010913	0				
20010914	0				
20010915	0				
20010916	0				
20010917	0				
20010918	0				
20010919	0				
20010920	0				
20010921	0				
20010922	0				
20010923	0				
20010924	0				
20010925	0				
20010926	0				
20010927	0				
20010928	0				
20010929	0				
20010930	12				
20011001	4				
20011002	0				
20011003	0				
20011004	0				
20011005	0				
20011006	0				
20011007	0				
20011008	0				
20011009	0				
20011010	0				
20011011	0				
20011012	0				
20011013	0				
20011014	0				
20011015	0				
20011016	0				
20011017	6				
20011018	5				
20011019	0				
20011020	0				
20011021	0				
20011022	0				
20011023	0				
20011024	0				
20011025	0				
20011026	0				
20011027	0				
20011028	2				
20011029	0				
20011030	0				
20011031	0				
20011101	0				
20011102	0				
20011103	0				
20011104	0				
20011105	0				
20011106	0				
20011107	11				
20011108	0				
20011109	0				
20011110	0				
20011111	6				
20011112	0				
20011113	0				
20011114	0				
20011115	0				
20011116	0				
20011117	0				
20011118	43				
20011119	2				
20011120	0				
20011121	0				
20011122	0				
20011123	7				
20011124	0				
20011125	0				
20011126	0				
20011127	0				
20011128	0				
20011129	0				
20011130	0				
20011201	4				
20011202	0				
20011203	4				
20011204	0				
20011205	0				
20011206	0				
20011207	0				
20011208	0				
20011209	0				
20011210	0				
20011211	0				
20011212	0				
20011213	0				
20011214	0				
20011215	0				
20011216	0				
20011217	0				
20011218	0				
20011219	4				
20011220	0				
20011221	0				
20011222	0				
20011223	0				
20011224	0				
20011225	0				
20011226	0				
20011227	0				
20011228	0				
20011229	0				
20011230	0				
20011231	0				
20020101	0				
20020102	0				
20020103	0				
20020104	0				
20020105	0				
20020106	5				
20020107	0				
20020108	3				
20020109	0				
20020110	2				
20020111	1				
20020112	0				
20020113	0				
20020114	0				
20020115	0				
20020116	0				
20020117	0				
20020118	0				
20020119	0				
20020120	0				
20020121	0				
20020122	10				
20020123	0				
20020124	0				
20020125	0				
20020126	0				
20020127	0				
20020128	2				
20020129	0				
20020130	0				
20020131	0				
20020201	0				
20020202	0				
20020203	0				
20020204	0				
20020205	0				
20020206	0				
20020207	0				
20020208	0				
20020209	0				
20020210	0				
20020211	0				
20020212	0				
20020213	0				
20020214	0				
20020215	9				
20020216	0				
20020217	0				
20020218	0				
20020219	0				
20020220	0				
20020221	0				
20020222	0				
20020223	0				
20020224	0				
20020225	0				
20020226	0				
20020227	0				
20020228	0				
20020301	0				
20020302	0				
20020303	0				
20020304	0				
20020305	0				
20020306	0				
20020307	0				
20020308	0				
20020309	2				
20020310	0				
20020311	0				
20020312	0				
20020313	0				
20020314	7				
20020315	0				
20020316	0				
20020317	9				
20020318	0				
20020319	6				
20020320	0				
20020321	9				
20020322	3				
20020323	0				
20020324	0				
20020325	0				
20020326	0				
20020327	0				
20020328	0				
20020329	3				
20020330	0				
20020331	0				
20020401	16				
20020402	18				
20020403	7				
20020404	0				
20020405	0				
20020406	6				
20020407	0				
20020408	0				
20020409	5				
20020410	0				
20020411	0				
20020412	0				
20020413	0				
20020414	0				
20020415	3				
20020416	0				
20020417	17				
20020418	0				
20020419	0				
20020420	12				
20020421	10				
20020422	9				
20020423	6				
20020424	6				
20020425	0				
20020426	0				
20020427	0				
20020428	10				
20020429	0				
20020430	0				
20020501	0				
20020502	0				
20020503	0				
20020504	0				
20020505	0				
20020506	15				
20020507	3				
20020508	0				
20020509	0				
20020510	0				
20020511	0				
20020512	0				
20020513	0				
20020514	0				
20020515	0				
20020516	8				
20020517	0				
20020518	9				
20020519	0				
20020520	0				
20020521	0				
20020522	0				
20020523	18				
20020524	0				
20020525	0				
20020526	10				
20020527	10				
20020528	4				
20020529	0				
20020530	0				
20020531	0				
20020601	0				
20020602	0				
20020603	0				
20020604	26				
20020605	0				
20020606	0				
20020607	0				
20020608	0				
20020609	0				
20020610	0				
20020611	0				
20020612	11				
20020613	0				
20020614	0				
20020615	0				
20020616	0				
20020617	0				
20020618	0				
20020619	0				
20020620	5				
20020621	0				
20020622	0				
20020623	0				
20020624	0				
20020625	0				
20020626	0				
20020627	0				
20020628	0				
20020629	0				
20020630	0				
20020701	3				
20020702	0				
20020703	0				
20020704	0				
20020705	0				
20020706	0				
20020707	0				
20020708	0				
20020709	0				
20020710	0				
20020711	0				
20020712	0				
20020713	0				
20020714	0				
20020715	0				
20020716	0				
20020717	0				
20020718	0				
20020719	0				
20020720	0				
20020721	0				
20020722	0				
20020723	0				
20020724	0				
20020725	0				
20020726	0				
20020727	0				
20020728	0				
20020729	0				
20020730	0				
20020731	0				
20020801	0				
20020802	0				
20020803	0				
20020804	0				
20020805	0				
20020806	0				
20020807	0				
20020808	0				
20020809	0				
20020810	0				
20020811	0				
20020812	0				
20020813	0				
20020814	0				
20020815	0				
20020816	0				
20020817	0				
20020818	0				
20020819	0				
20020820	0				
20020821	0				
20020822	9				
20020823	2				
20020824	0				
20020825	0				
20020826	0				
20020827	0				
20020828	0				
20020829	0				
20020830	0				
20020831	0				
20020901	0				
20020902	0				
20020903	0				
20020904	0				
20020905	0				
20020906	0				
20020907	0				
20020908	0				
20020909	0				
20020910	0				
20020911	0				
20020912	0				
20020913	0				
20020914	0				
20020915	0				
20020916	0				
20020917	0				
20020918	0				
20020919	5				
20020920	0				
20020921	5				
20020922	0				
20020923	0				
20020924	0				
20020925	0				
20020926	0				
20020927	0				
20020928	0				
20020929	0				
20020930	0				
20021001	0				
20021002	0				
20021003	5				
20021004	0				
20021005	0				
20021006	0				
20021007	0				
20021008	0				
20021009	0				
20021010	0				
20021011	0				
20021012	0				
20021013	0				
20021014	0				
20021015	0				
20021016	0				
20021017	0				
20021018	0				
20021019	0				
20021020	0				
20021021	0				
20021022					
20021023					
20021024					
20021025					
20021026					
20021027					
20021028					
20021029					
20021030					
20021031					
20021101					
20021102					
20021103					
20021104					
20021105					
20021106					
20021107					
20021108					
20021109					
20021110					
20021111					
20021112					
20021113					
20021114					
20021115					
20021116					
20021117					
20021118					
20021119					
20021120					
20021121	0				
20021122	0				
20021123	0				
20021124	0				
20021125	0				
20021126	0				
20021127	0				
20021128	4				
20021129	3				
20021130	0				
20021201	0				
20021202	2				
20021203	4				
20021204	0				
20021205	0				
20021206	0				
20021207	0				
20021208	0				
20021209	3				
20021210	4				
20021211	0				
20021212	0				
20021213	0				
20021214	0				
20021215	0				
20021216	0				
20021217	0				
20021218	3				
20021219	0				
20021220	3				
20021221					
20021222					
20021223					
20021224					
20021225					
20021226					
20021227					
20021228					
20021229					
20021230					
20021231	0				
20030101	0				
20030102	0				
20030103	0				
20030104	0				
20030105	0				
20030106	0				
20030107	0				
20030108	0				
20030109	0				
20030110	0				
20030111	0				
20030112	0				
20030113	0				
20030114	9				
20030115	6				
20030116	0				
20030117	0				
20030118	0				
20030119	0				
20030120	0				
20030121	0				
20030122	0				
20030123	0				
20030124	0				
20030125	0				
20030126	0				
20030127	4				
20030128	0				
20030129	0				
20030130	0				
20030131	0				
20030201	0				
20030202	0				
20030203	0				
20030204	0				
20030205	0				
20030206	0				
20030207	0				
20030208	0				
20030209	0				
20030210	3				
20030211	0				
20030212	0				
20030213	5				
20030214	6				
20030215	8				
20030216	2				
20030217	0				
20030218	5				
20030219	5				
20030220	0				
20030221	8				
20030222	2				
20030223	0				
20030224	5				
20030225	0				
20030226	4				
20030227	4				
20030228	0				
20030301	0				
20030302	0				
20030303	0				
20030304	0				
20030305	5				
20030306	0				
20030307	0				
20030308	0				
20030309	0				
20030310	3				
20030311	5				
20030312	0				
20030313	0				
20030314	0				
20030315	4				
20030316	5				
20030317	5				
20030318	3				
20030319	0				
20030320	2				
20030321	0				
20030322	0				
20030323	0				
20030324	13				
20030325	37				
20030326	0				
20030327	8				
20030328	0				
20030329	0				
20030330	0				
20030331	0				
20030401	0				
20030402	0				
20030403	0				
20030404	0				
20030405	0				
20030406	0				
20030407	0				
20030408	0				
20030409	0				
20030410	0				
20030411	0				
20030412	0				
20030413	0				
20030414	0				
20030415	32				
20030416	8				
20030417	0				
20030418	0				
20030419	4				
20030420	0				
20030421	0				
20030422	6				
20030423	0				
20030424	0				
20030425	9				
20030426	16				
20030427	18				
20030428	0				
20030429	0				
20030430	0				
20030501	0				
20030502	0				
20030503	0				
20030504	0				
20030505	0				
20030506	15				
20030507	3				
20030508	0				
20030509	0				
20030510	0				
20030511	0				
20030512	0				
20030513	0				
20030514	0				
20030515	0				
20030516	8				
20030517	0				
20030518	9				
20030519	0				
20030520	0				
20030521	0				
20030522	0				
20030523	18				
20030524	0				
20030525	0				
20030526	10				
20030527	10				
20030528	4				
20030529	0				
20030530	0				
20030531	0				
20030601	0				
20030602	0				
20030603	0				
20030604	26				
20030605	0				
20030606	0				
20030607	0				
20030608	0				
20030609	0				
20030610	0				
20030611	0				
20030612	11				
20030613	0				
20030614	0				
20030615	0				
20030616	0				
20030617	0				
20030618	0				
20030619	0				
20030620	5				
20030621	0				
20030622	0				
20030623	0				
20030624	0				
20030625	0				
20030626	0				
20030627	0				
20030628	0				
20030629	0				
20030630	0				
20030701	3				
20030702	0				
20030703	0				
20030704	0				
20030705	0				
20030706	0				
20030707	0				
20030708	0				
20030709	0				
20030710	0				
20030711	0				
20030712	0				
20030713	0				
20030714	0				
20030715	0				
20030716	0				
20030717	0				
20030718	0				
20030719	0				
20030720	0				
20030721	0				
20030722	0				
20030723	0				
20030724	0				
20030725	0				
20030726	0				
20030727	0				
20030728	0				
20030729	0				
20030730	0				
20030731	0				
20030801	0				
20030802	0				
20030803	0				
20030804	0				
20030805	0				
20030806	0				
20030807	0				
20030808	0				
20030809	0				
20030810	0				
20030811	0				
20030812	0				
20030813	0				
20030814	0				
20030815	0				
20030816	0				
20030817	0				
20030818	0				
20030819	0				
20030820	0				
20030821	0				
20030822	9				
20030823	2				
20030824	0				
20030825	0				
20030826	0				
20030827	0				
20030828	0				
20030829	0				
20030830	0				
20030831	0				
20030901	0				
20030902	0				
20030903	0				
20030904	0				
20030905	0				
20030906	0				
20030907	0				
20030908	0				
20030909	0				
20030910	0				
20030911	0				
20030912	0				
20030913	0				
20030914	0				
20030915	0				
20030916	0				
20030917	0				
20030918	0				
20030919	5				
20030920	0				
20030921	5				
20030922	0				
20030923	0				
20030924	0				
20030925	0				
20030926	0				
20030927	0				
20030928	0				
20030929	0				
20030930	0				
20031001	0				
20031002	0				
20031003	5				
20031004	0				
20031005	0				
20031006	0				
20031007	0				
20031008	0				
20031009	0				
20031010	0				
20031011	0				
20031012	0				
20031013	0				
20031014	0				
20031015	0				
20031016	0				
20031017	0				
20031018	0				
20031019	0				
